id	abbreviation	name
rxn00405	R00566	L-arginine carboxy-lyase (agmatine-forming)
rxn00406	R00567	arginine racemase
rxn00407	R00568	CTP aminohydrolase
rxn00408	R00569	CTP phosphohydrolase
rxn00409	R00570	ATP:CDP phosphotransferase
rxn00410	R00571	UTP:ammonia ligase (ADP-forming)
rxn00411	R00572	CTP:pyruvate 2-O-phosphotransferase
rxn00412	R00573	UTP:L-glutamine amido-ligase (ADP-forming)
rxn00413	R00574	CTP diphosphate-lyase (cyclizing; 3',5'-cyclic-CMP-forming)
rxn00414	R00575	hydrogen-carbonate:L-glutamine amido-ligase (ADP-forming, carbamate-phosphorylating)
rxn00415	R00576	L-Glutamine:pyruvate aminotransferase
rxn00416	R00578	L-aspartate:L-glutamine amido-ligase (AMP-forming)
rxn00417	R00579	glutamine racemase
rxn00418	ENTF-RXN.c	ENTF-RXN.c
rxn00419	R00581	L-serine:NAD+ oxidoreductase (deaminating)
rxn00420	R00582	O-phospho-L-serine phosphohydrolase
rxn00421	R00584	diphosphate:L-serine O-phosphotransferase
rxn00422	R00585	L-Serine:pyruvate aminotransferase
rxn00423	R00586	acetyl-CoA:L-serine O-acetyltransferase
rxn00424	R00588	L-Serine:glyoxylate aminotransferase
rxn00425	R00589	serine racemase
rxn00426	R00590	L-Serine hydro-lyase
rxn00427	R00602	methanol:hydrogen-peroxide oxidoreductase
rxn00428	R00603	dichloromethane chloride-lyase (adding H2O; chloride-hydrolysing; formaldehyde-forming)
rxn00429	R00604	Formaldehyde:NAD+ oxidoreductase
rxn00430	R00605	methanol:NAD+ oxidoreductase
rxn00431	Methylamine:(acceptor) oxidoreductase (deaminating)	Methylamine:(acceptor) oxidoreductase (deaminating)
rxn00432	R00608	Methanol:oxygen oxidereductase
rxn00433	R00610	sarcosine:oxygen oxidoreductase (demethylating)
rxn00434	R00612	N6-Methyl-L-lysine:oxygen oxidoreductase (demethylating)
rxn00435	R00614	Formaldehyde:formaldehyde oxidoreductase
rxn00436	R00615	Thiamin diphosphate phosphohydrolase
rxn00437	R00616	ATP:thiamine-diphosphate phosphotransferase
rxn00438	R00617	ATP:thiamin-phosphate phosphotransferase
rxn00439	R00618	Thiamin-triphosphate phosphohydrolase
rxn00440	R00619	ATP:thiamine diphosphotransferase
rxn00441	R00621	R00621
rxn00442	2-OXOGLUT-DECARBOX-RXN.c	alpha-ketoglutarate decarboxylase
rxn00443	R00640	L-Galactono-1,4-lactone:ferricytochrome-c oxidoreductase
rxn00444	R00644	L-ascorbate:hydrogen-peroxide oxidoreductase
rxn00445	R00643	L-Galactono-1,4-lactone:oxygen 3-oxidoreductase
rxn00447	R_R00645_c	R_ascorbate_acceptor_oxidoreductase
rxn00448	R00646	R00646
rxn00449	R00647	R00647
rxn00450	R00648	L-Methionine:oxygen oxidoreductase (deaminating)
rxn00451	R00649	S-Adenosyl-L-methionine:L-methionine S-methyltransferase
rxn00452	R00650	S-Adenosyl-L-methionine:L-homocysteine S-methyltransferase
rxn00453	R00651	O-acetyl-L-homoserine:methanethiol 3-amino-3-carboxypropyltransferase
rxn00454	R00652	L-Methionine:glyoxylate aminotransferase
rxn00455	R00653	N-Formyl-L-methionine amidohydrolase
rxn00456	R00654	L-methionine methanethiol-lyase (deaminating;2-oxobutanoate-forming)
rxn00457	R00655	methionine racemase
rxn00458	R00656	L-methionine carboxy-lyase (3-methylthiopropanamine-forming)
rxn00459	R00658	2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming)
rxn00460	R00659	UTP:pyruvate 2-O-phosphotransferase
rxn00461	R00660	Phosphoenolpyruvate:UDP-N-acetyl-D-glucosamine 1-carboxyvinyl-transferase
rxn00462	R00661	phosphoenolpyruvate 2,3-phosphonomutase
rxn00463	R00662	Uridine triphosphate pyrophosphohydrolase
rxn00464	R00664	Bezoyl-CoA:L-ornithine N-benzoyltransferase
rxn00465	R00665	L-Citrulline N5-carbamoyldihydrolase
rxn00466	R00666	N5-(L-1-carboxyethyl)-L-ornithine:NADP+ oxidoreductase (L-ornithine-dorming)
rxn00467	R00667	L-Ornithine:2-oxo-acid aminotransferase
rxn00468	R00668	L-ornithine:2-oxoglutarate aminotransferase
rxn00469	R00669	N2-Acetyl-L-ornithine amidohydrolase
rxn00470	R00670	L-ornithine carboxy-lyase (putrescine-forming)
rxn00471	R00671	L-ornithine ammonia-lyase (cyclizing; L-proline-forming)
rxn00472	R00672	ornithine racemase
rxn00473	R00673	L-tryptophan indole-lyase (deaminating; pyruvate-forming)
rxn00474	R00674	L-serine hydro-lyase (adding indole; L-tryptophan-forming)
rxn00475	R00675	L-Tryptophan:NAD+ oxidoreductase (deaminating)
rxn00476	R00676	L-Tryptophan:NADP+ oxidoreductase (deaminating)
rxn00477	R00677	L-Tryptophan:oxygen oxidoreductase (deaminating)
rxn00478	R00678	L-tryptophan:oxygen 2,3-oxidoreductase (decyclizing)
rxn00479	R00679	L-tryptophan:oxygen 2-oxidoreductase (decarboxylating)
rxn00480	R00681	L-Tryptophan:oxygen 2'-oxidoreductase (side-chain-cleaving)
rxn00481	R00682	L-Tryptophanamide amidohydrolase
rxn00482	R00683	S-Adenosyl-L-methionine:L-tryptophan N-methyltransferase
rxn00483	R00684	L-Tryptophan:2-oxoglutarate aminotransferase
rxn00484	R00685	L-Tryptophan decarboxy-lyase
rxn00485	R00686	L-Phenylalanine racemase (ATP-hydrolysing)
rxn00486	R00687	ATP:L-phenylalanine adenylyltransferase
rxn00487	R00688	L-phenylalanine:NAD+ oxidoreductase (deaminating)
rxn00488	R00689	L-Phenylalanine:oxygen oxidoreductase (deaminating)
rxn00489	R00690	L-Phenylalanine:oxygen 2-oxidoreductase (decarboxylating)
rxn00490	R00691	L-arogenate hydro-lyase (decarboxylating; L-phenylalanine-forming)
rxn00491	R00692	L-phenylalanine:pyruvate aminotransferase
rxn00492	R00693	Acetyl-CoA:L-phenylalanine N-acetyltransferase
rxn00493	R00694	L-Phenylalanine:2-oxoglutarate aminotransferase
rxn00494	R00695	L-Aspartate:phenylpyruvate aminotransferase
rxn00495	R00697	L-phenylalanine ammonia-lyase (trans-cinnamate-forming)
rxn00496	R_R00698_c	peroxidase, putative
rxn00497	R00699	L-phenylalanine carboxy-lyase (phenylethylamine-forming)
rxn00498	R00702	farnesyl-diphosphate:farnesyl-diphosphate farnesyltransferase
rxn00499	R00703	(S)-Lactate:NAD+ oxidoreductase
rxn00500	R00704	(R)-Lactate:NAD+ oxidoreductase
rxn00501	R00705	3-Oxopropanoate:NAD+ oxidoreductase (decarboxylating, CoA-acetylating)
rxn00502	R00706	3-Oxopropanoate:NADP+ oxidoreductase (decarboxylating, CoA-acetylating)
rxn00503	R00707	(S)-1-pyrroline-5-carboxylate:NAD+ oxidoreductase
rxn00504	R00708	(S)-1-pyrroline-5-carboxylate:NADP+ oxidoreductase
rxn00505	R00709	Isocitrate:NAD+ oxidoreductase (decarboxylating)
rxn00506	R00710	Acetaldehyde:NAD+ oxidoreductase
rxn00507	R00711	Acetaldehyde:NADP+ oxidoreductase
rxn00508	R00713	Succinate-semialdehyde:NAD+ oxidoreductase
rxn00509	R00714	Succinate-semialdehyde:NADP+ oxidoreductase
rxn00510	R00715	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase (L-lysine-forming)
rxn00511	R00716	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NADP+ oxidoreductase (L-lysine-forming)
rxn00512	R00717	Glycolate:NAD+ oxidoreductase
rxn00513	R00719	ITP phosphohydrolase
rxn00514	R00720	Inosine 5'-triphosphate pyrophosphohydrolase
rxn00515	R00722	ATP:IDP phosphotransferase
rxn00516	R00723	Inosine 5'-tetraphosphate phosphohydrolase
rxn00517	R00724	ITP:pyruvate 2-O-phosphotransferase
rxn00518	R00725	ITP:D-glucose 6-phosphotransferase
rxn00519	R00726	ITP:oxaloacetate carboxy-lyase (adding ITP; phosphoenolpyruvate-forming)
rxn00520	R00727	Succinate:CoA ligase (IDP-forming)
rxn00521	R00728	L-tyrosine phenol-lyase (deaminating; pyruvate-forming)
rxn00522	R00729	L-Tyrosine:oxygen oxidoreductase (deaminating)
rxn00523	R00730	L-tyrosine,NADPH:oxygen oxidoreductase (N-hydroxylating)
rxn00524	R00731	L-Tyrosine:oxygen oxidoreductase
rxn00525	R00732	L-arogenate:NAD+ oxidoreductase
rxn00526	R00733	L-arogenate:NADP+ oxidoreductase
rxn00527	R00734	L-tyrosine:2-oxoglutarate aminotransferase
rxn00528	R00735	L-Tyrosine:L-arginine ligase (AMP-forming)
rxn00529	R00736	L-tyrosine carboxy-lyase (tyramine-forming)
rxn00530	R00737	L-tyrosine ammonia-lyase (trans-p-hydroxycinnamate-forming)
rxn00531	R00739	L-Tyrosine 2,3-aminomutase
rxn00532	R00740	3-oxopropanoate:NADP+ oxidoreductase (CoA-malonylating)
rxn00533	R00742	Acetyl-CoA:carbon-dioxide ligase (ADP-forming)
rxn00534	R00743	Acetyl-CoA:malonate CoA-transferase
rxn00535	rxn00535	rxn00535
rxn00536	R00746	Ethanol:NADP+ oxidoreductase
rxn00537	R00747	2-Phosphonoacetaldehyde phosphonohydrolase
rxn00538	R00748	ethanolamine-phosphate phosphate-lyase (deaminating; acetaldehyde-forming)
rxn00539	R00749	ethanolamine ammonia-lyase (acetaldehyde-forming)
rxn00540	R00750	4-hydroxy-2-oxopentanoate pyruvate-lyase (acetaldehyde-forming)
rxn00541	R00751	L-threonine acetaldehyde-lyase (glycine-forming)
rxn00542	R00753	(S)-lactate acetaldehyde-lyase (formate-forming)
rxn00543	R00754	ethanol:NAD+ oxidoreductase
rxn00544	R00755	R00755
rxn00545	R00756	ATP:D-fructose-6-phosphate 1-phosphotransferase
rxn00546	R00758	D-Mannitol-1-phosphate:NAD+ 5-oxidoreductase
rxn00547	R00760	ATP:D-fructose 6-phosphotransferase
rxn00548	R00761	D-fructose-6-phosphate D-erythrose-4-phosphate-lyase (adding phosphate; acetyl-phosphate-forming)
rxn00549	R00762	D-Fructose-1,6-bisphosphate 1-phosphohydrolase
rxn00550	R00763	beta-D-fructose-2,6-bisphosphate 2-phosphohydrolase
rxn00551	R00764	diphosphate:D-fructose-6-phosphate 1-phosphotransferase
rxn00552	R00765	D-glucosamine-6-phosphate aminohydrolase (ketol isomerizing)
rxn00553	R00766	UDP-glucose:D-fructose-6-phosphate 2-alpha-D-glucosyltransferase
rxn00554	R00767	CTP:D-fructose-6-phosphate 1-phosphotransferase
rxn00555	R00768	L-glutamine:D-fructose-6-phosphate isomerase (deaminating)
rxn00556	R00769	UTP:D-fructose-6-phosphate 1-phosphotransferase
rxn00557	R00770	ITP:D-fructose-6-phosphate 1-phosphotransferase
rxn00558	R00771	D-glucose-6-phosphate aldose-ketose-isomerase
rxn00559	R00772	D-mannose-6-phosphate aldose-ketose-isomerase
rxn00560	R00774	Urea:carbon-dioxide ligase (ADP-forming)
rxn00561	R00775	Guanidinoacetate amidohydrolase
rxn00562	R00776	(S)-ureidoglycolate urea-lyase (glyoxylate-forming)
rxn00563	R00777	N-Amidino-L-aspartate amidinohydrolase
rxn00564	R00778	urea hydro-lyase (cyanamide-forming)
rxn00565	R00781	Sulfur:oxygen oxidoreductase
rxn00566	R00782	L-Cysteine hydrogen-sulfide-lyase (deaminating; pyruvate-forming)
rxn00567	R00783	nitric-oxide:ferricytochrome-c oxidoreductase
rxn00568	NIRBD-RXN.c	NIRBD-RXN.c
rxn00569	RXN0-6377.c.metaexp.NADP_NADPH	Nitrite reductase (NAD(P)H)
rxn00570	R00793	Hydroxylamine:oxygen oxidoreductase
rxn00571	R00794	nitrite:NAD+ oxidoreductase
rxn00572	R00796	nitrite:NADP+ oxidoreductase
rxn00573	R00799	Nitroethane:oxygen oxidoreductase
rxn00574	rxn00574	rxn00574
rxn00575	R00801	sucrose glucohydrolase
rxn00577	R00803	sucrose:phosphate alpha-D-glucosyltransferase
rxn00578	R00805	sucrose-6F-phosphate phosphohydrolase
rxn00579	R00806	UDP-glucose:D-fructose 2-alpha-D-glucosyltransferase
rxn00580	R00807	Sucrose:(acceptor) 3-oxidoreductase
rxn00581	R00809	UDP-galactose:sucrose 6F-alpha-D-galactosyltransferase
rxn00582	R00810	Sucrose glucosylmutase
rxn00583	R00812	cis-1,2-dihydrobenzene-1,2-diol:NAD+ oxidoreductase
rxn00584	R00813	(1R,6S)-1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate:NAD+ oxidoreductase (decarboxylating)
rxn00585	R00814	trans-1,2-dihydrobenzene-1,2-diol:NADP+ oxidoreductase
rxn00586	R00815	phenol,NADPH:oxogen oxidoreductase (2-hydroxylating)
rxn00587	R00816	Catechol:oxygen 2,3-oxidoreductase (decyclizing)
rxn00588	R00817	Catechol:oxygen 1,2-oxidoreductase(decyclizing)
rxn00589	R00818	salicylate,NADH:oxygen oxidoreductase (1-hydroxylating, decarboxylating)
rxn00590	decarboxylating)	Benzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating,
rxn00591	(decarboxylating)	1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate:NAD+ oxidoreductase
rxn00592	R00821	2,3-dihydroxybenzoate carboxy-lyase
rxn00593	R00822	3,4-dihydroxybenzoate carboxy-lyase (catechol-forming)
rxn00594	R00823	Anthranilate,NADH:oxygen oxidoreductase (1,2-hydroxylating, deaminating, decarboxylating)
rxn00595	R00825	Anthranilate,NADPH:oxygen oxidoreductase (1,2-hydroxylating, deaminating, decarboxylating)
rxn00596	R00827	S-Adenosyl-L-methionine:catechol O-methyltransferase
rxn00597	2-NITROPHENOL-2-MONOOXYGENASE-RXN.c	nitrophenol oxygenase
rxn00598	R00829	Succinyl-CoA:acetyl-CoA C-acyltransferase
rxn00599	R00830	succinyl-CoA:glycine C-succinyltransferase (decarboxylating)
rxn00600	Succinyl-CoA:glycine C-succinyl-transferase(decarboxylating)	Succinyl-CoA:glycine C-succinyl-transferase(decarboxylating)
rxn00601	R00832	succinyl-CoA:L-arginine N2-succinyltransferase
rxn00602	R00833	(R)-Methylmalonyl-CoA CoA-carbonylmutase
rxn00603	R00834	D-Sorbitol 6-phosphate:NADP+ 1-oxidoreductase
rxn00604	R00835	D-glucose-6-phosphate:NADP+ 1-oxidoreductase
rxn00605	R00836	UDP-glucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase
rxn00606	R00837	alpha,alpha-Trehalose-6-phosphate phosphoglucohydrolase
rxn00607	R00838	Maltose-6'-phosphate 6-phosphoglucohydrolase
rxn00608	R00839	6-phospho-beta-D-glucosyl-(1->4)-D-glucose 6-phosphoglucohydrolase
rxn00609	MI1PS	myo-Inositol-1-phosphate synthase
rxn00610	R00841	sn-glycerol-3-phosphate phosphohydrolase
rxn00611	R00842	sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase
rxn00612	R00844	sn-Glycerol-3-phosphate:NADP+ 2-oxidoreductase
rxn00613	R00845	sn-glycerol-3-phosphate:NADP+ 1-oxidoreductase
rxn00614	R00846	sn-Glycerol-3-phosphate:oxygen 2-oxidoreductase
rxn00615	R00847	ATP:glycerol 3-phosphotransferase
rxn00616	R00848	sn-Glycerol-3-phosphate:(acceptor) 2-oxidoreductase
rxn00617	R00850	sn-Glycerol-3-phosphate:D-glucose 6-phosphotransferase
rxn00618	R00853	UDP-galactose:sn-glycerol-3-phosphate 2-alpha-D-galactosyltransferase
rxn00619	R00854	UDP-galactose:sn-glycerol-3-phosphate 1-alpha-D-galactosyltransferase
rxn00620	R00855	CDPglycerol phosphoglycerohydrolase
rxn00621	R00856	CTP:sn-glycerol-3-phosphate cytidylyltransferase
rxn00622	R00857	Glycerophosphodiester glycerophosphohydrolase
rxn00623	R00858	hydrogen-sulfide:NADP+ oxidoreductase
rxn00624	R00863	3-Sulfino-L-alanine 4-carboxy-lyase
rxn00625	R00864	R00864
rxn00626	R00865	D-Mannitol:ferricytochrome-c 2-oxidoreductase
rxn00627	R00866	ATP:D-fructose 1-phosphotransferase
rxn00629	R00868	D-Mannitol:NAD+ 2-oxidoreductase
rxn00630	R00870	D-Mannitol:NADP+ 2-oxidoreductase
rxn00631	R00871	D-Fructose:NADP+ 5-oxidoreductase
rxn00632	R00872	D-Fructose 2-phosphate phosphatase
rxn00633	R00874	D-Glucose:D-fructose oxidoreductase
rxn00634	R00875	D-Glucitol:NAD+ 2-oxidoreductase
rxn00635	R00876	ITP:D-fructose 6-phosphotransferase
rxn00636	R00877	D-mannose aldose-ketose-isomerase
rxn00638	R00880	GDP-D-mannose:NAD+ 6-oxidoreductase
rxn00639	R00881	GDP-mannose mannophosphohydrolase
rxn00640	R00883	GDP:D-mannose-1-phosphate guanylyltransferase
rxn00641	R00885	GTP:alpha-D-mannose-1-phosphate guanylyltransferase
rxn00642	R00888	GDP-mannose 4,6-hydro-lyase (GDP-4-dehydro-6-deoxy-D-mannose-forming)
rxn00643	R00889	GDP-mannose 3,5-epimerase
rxn00644	R00892	L-cysteine:NAD+ oxidoreductase
rxn00645	R00893	L-Cysteine:oxygen oxidoreductase
rxn00646	R00894	L-glutamate:L-cysteine gamma-ligase (ADP-forming)
rxn00647	R00895	L-Cysteine:2-oxoglutarate aminotransferase
rxn00649	R00897	O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase
rxn00650	R00899	L-cysteinylglycine dipeptidase
rxn00651	R00901	L-cysteine hydrogen-sulfide-lyase (adding sulfite; L-cysteate-forming)
rxn00652	R00903	2-Amino-3-mercaptopropionic acid racemase
rxn00653	R00904	3-aminopropanal:NAD+ oxidoreductase
rxn00654	R00905	N-Carbamoyl-beta-alanine amidohydrolase
rxn00655	R00906	N-(D-1-carboxyethyl)-beta-alanine:NAD+ oxidoreductase (beta-alanine-forming)
rxn00656	R00907	L-Alanine:3-oxopropanoate aminotransferase
rxn00657	R00908	beta-alanine:2-oxoglutarate aminotransferase
rxn00658	R00909	N-Acetyl-beta-alanine amidohydrolase
rxn00659	R00910	L-lysine:beta-alanine ligase (AMP-forming)
rxn00660	R00911	beta-Alanyl-L-lysine hydrolase
rxn00661	R00912	L-arginine:beta-alanine ligase (AMP-forming)
rxn00662	R00913	3-Guanidinopropanoate amidinopropionase
rxn00663	rxn00663	rxn00663
rxn00664	R00915	R00915
rxn00665	R00916	R00916
rxn00666	rxn00666	rxn00666
rxn00667	Malonyl-CoA:propionyl-CoA malonyltransfersase (cyclizing)	Malonyl-CoA:propionyl-CoA malonyltransfersase (cyclizing)
rxn00668	R00919	propanoyl-CoA:NADP+ 2-oxidoreductase
rxn00669	R00920	Propanoate:CoA ligase (ADP-forming)
rxn00670	R00921	propanoyl-CoA:phosphate propanoyltransferase
rxn00671	R00922	2-Methyl-3-oxopropanoate:NAD+ oxidoreductase (CoA-propanoylating)
rxn00672	R00923	(S)-methylmalonyl-CoA carboxy-lyase (propanoyl-CoA-forming)
rxn00673	R00924	Propanoyl-CoA:(acceptor) 2,3-oxidoreductase
rxn00674	R00925	Propanoate:CoA ligase (AMP-forming)
rxn00675	R00926	Propionyladenylate:CoA propionyltransferase
rxn00676	R00927	acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase
rxn00677	R00928	Acetyl-CoA:propanoate CoA-transferase
rxn00678	R00930	(S)-2-Methyl-3-oxopropanoyl-CoA:pyruvate carboxyltransferase
rxn00679	R00931	propanoyl-CoA:oxaloacetate C-propanoyltransferase (thioester-hydrolysing, 1-carboxyethyl-forming)
rxn00680	R00932	propanoyl-CoA:glyoxylate C-propanoyltransferase (thioester-hydrolysing, 2-carboxyethyl-forming)
rxn00681	rxn00681	rxn00681
rxn00682	R00934	L-erythro-3-Methylmalyl-CoA glyoxylate-lyase (propanoyl-CoA-forming)
rxn00684	R00936	5,6,7,8-tetrahydrofolate:NAD+ oxidoreductase
rxn00685	R_R00937_c	bifunctional dihydrofolate reductase-thymidylate synthase 1 / DHFR-TS (THY-1)
rxn00686	R00939	5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase
rxn00687	R_R00940_c	R_5_6_7_8_Tetrahydrofolate_NADP__oxidoreductase
rxn00688	R00941	10-formyltetrahydrofolate:NADP+ oxidoreductase
rxn00689	R00942	Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)
rxn00690	R00943	Formate:tetrahydrofolate ligase (ADP-forming)
rxn00691	R00944	10-Formyltetrahydrofolate amidohydrolase
rxn00692	R00945	5,10-Methylenetetrahydrofolate:glycine hydroxymethyltransferase
rxn00693	R00946	5-Methyltetrahydrofolate:L-homocysteine S-methyltransferase
rxn00695	R00948	ATP:alpha-D-glucose-1-phosphate adenylyltransferase
rxn00696	R00949	ATP:D-glucose-1-phosphate 6-phosphotransferase
rxn00697	R00951	ADP-glucose Glucose-1-phosphohydrolase
rxn00698	R00952	cellobiose:phosphate alpha-D-glucosyltransferase
rxn00699	R00953	3-beta-D-glucosyl-D-glucose:phosphate alpha-D-glucosyltransferase
rxn00700	R00954	GTP:alpha-D-glucose-1-phosphate guanylyltransferase
rxn00701	R00955	UDP-glucose:alpha-D-galactose-1-phosphate uridylyltransferase
rxn00702	R00956	CTP:alpha-D-glucose-1-phosphate cytidylyltransferase
rxn00703	R00957	alpha-D-Glucose-1-phosphate:alpha-D-glucose-1-phosphate 4-alpha-D-glucosyltransferase (dephosphorylating)
rxn00704	R00959	alpha-D-Glucose 1-phosphate 1,6-phosphomutase
rxn00705	R00960	D-Glucose-1-phosphate:D-glucose-1-phosphate 6-phosphotransferase
rxn00706	R00961	IDP phosphohydrolase
rxn00707	R00962	ITP:cytidine 5'-phosphotransferase
rxn00708	R00963	Uridine 5'-monophosphate phosphohydrolase
rxn00709	R00964	ATP:uridine 5'-phosphotransferase
rxn00710	R00965	orotidine-5'-phosphate carboxy-lyase (UMP-forming)
rxn00711	R00966	UMP:diphosphate phospho-alpha-D-ribosyltransferase
rxn00712	R00967	UTP:uridine 5'-phosphotransferase
rxn00713	R00968	GTP:uridine 5'-phosphotransferase
rxn00714	R00969	P1,P4-bis(5'-uridyl)-tetraphosphate uridylohydrolase
rxn00715	R00970	ITP:uridine 5'-phosphotransferase
rxn00716	R00973	uracil-5-carboxylate carboxy-lyase (uracil-forming)
rxn00717	R00974	Cytosine aminohydrolase
rxn00718	R00975	5,6-Dihydrouracil:oxygen oxidoreductase
rxn00719	R00977	5,6-Dihydrouracil:NAD+ oxidoreductase
rxn00720	R00978	5,6-Dihydrouracil:NADP+ oxidoreductase
rxn00721	R00979	ATP:anthranilate N-adenylyltransferase
rxn00722	R00980	Anthranilate,NADPH:oxygen oxidoreductase (3-hydroxylating, deaminating)
rxn00723	R00982	Anthranilate:CoA ligase (AMP-forming)
rxn00724	R00983	2,3-Dihydroxyindole:oxygen 2,3-oxidoreductase (decyclizing)
rxn00725	R00984	S-Adenosyl-L-methionine:anthranilate N-methyltransferase
rxn00726	R00985	chorismate pyruvate-lyase (amino-accepting; anthranilate-forming)
rxn00727	R00986	Chorismate pyruvate-lyase (amino-accepting)
rxn00728	R00987	L-Kynurenine hydrolase
rxn00729	R00988	N-Formylanthranilate amidohydrolase
rxn00730	R00989	Malonyl-CoA:anthranilate N-malonyltransferase
rxn00731	R00990	2-Aminobenzoate carboxy-lyase
rxn00732	R00991	R00991
rxn00733	rxn00733	rxn00733
rxn00734	rxn00734	rxn00734
rxn00735	R00994	(2R,3S)-3-methylmalate:NAD+ oxidoreductase
rxn00736	R00995	methyloxaloacetate carboxy-lyase (2-oxobutanoate-forming)
rxn00737	R00996	L-threonine ammonia-lyase (2-oxobutanoate-forming)
rxn00738	R00997	1-aminocyclopropane-1-carboxylate aminohydrolase (isomerizing)
rxn00739	R00998	acetyl-CoA:2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)
rxn00740	R00999	O-Succinyl-L-homoserine succinate-lyase (deaminating; 2-oxobutanoate-forming)
rxn00741	R01000	2-Hydroxybutyrate:NAD+ oxidoreductase
rxn00742	R01001	L-cystathionine cysteine-lyase (deaminating; 2-oxobutanoate-forming)
rxn00743	R01010	Glycerone phosphate phosphohydrolase
rxn00744	R01011	ATP:glycerone phosphotransferase
rxn00745	R01012	Phosphoenolpyruvate:glycerone phosphotransferase
rxn00746	R01014	erythrulose-1-phosphate formaldehyde-lyase (glycerone-phosphate-forming)
rxn00747	R01015	D-glyceraldehyde-3-phosphate aldose-ketose-isomerase
rxn00748	R01016	glycerone-phosphate phosphate-lyase (methylglyoxal-forming)
rxn00749	R01019	acetaldehyde:pyrroloquinoline-quinone oxidoreductase
rxn00750	rxn00750	rxn00750
rxn00751	R01021	ATP:choline phosphotransferase
rxn00752	R01022	Choline:oxygen 1-oxidoreductase
rxn00753	R01023	Acetyl-CoA:choline O-acetyltransferase
rxn00754	R01026	Acetylcholine aectylhydrolase
rxn00755	R01027	3'-phosphoadenylyl-sulfate:choline sulfotransferase
rxn00756	R01028	Choline sulfate sulfohydrolase
rxn00757	R01029	Acylcholine acylhydrolase
